,mean,std,min,max,median
classification_accuracy,99.31428571428572,0.09897433186108451,99.17142857142856,99.4,99.34285714285714
attribute_joint_accuracy,99.31428571428572,0.06060915267312992,99.22857142857143,99.37142857142857,99.31428571428572
mean_tv_distance,0.0039219685202198365,0.0001942972609404038,0.0036802576684526033,0.00422392096423677,0.0039003029093146323
